snapshot_month,account_id,region,segment,plan_tier,contract_type,seats,active_users,monthly_recurring_revenue_usd,product_usage_hours,support_tickets,outage_minutes,nps_score,churn_risk_score,churned
2025-02-01,ACC_00089,NorthAmerica,MidMarket,starter,annual,36,23,612.13,,1.0,19.5,43.6,0.1237,0
2025-03-01,ACC_00089,NorthAmerica,MidMarket,starter,annual,33,22,641.03,253.82,0.0,16.3,34.1,0.19,0
2025-04-01,ACC_00089,NorthAmerica,MidMarket,starter,annual,34,26,592.03,576.0,2.0,6.1,68.0,0.1909,0
2025-05-01,ACC_00089,NorthAmerica,MidMarket,starter,annual,38,21,678.85,254.06,3.0,17.6,,0.2016,0
2025-06-01,ACC_00089,NorthAmerica,MidMarket,starter,annual,37,18,694.15,269.77,2.0,20.18,37.5,0.2838,0
2025-01-01,ACC_00090,NorthAmerica,Enterprise,growth,annual,94,66,4118.94,,3.0,28.16,28.9,0.1398,0
2025-02-01,ACC_00090,NorthAmerica,Enterprise,growth,annual,93,57,3517.52,1333.72,0.0,4.5,35.7,0.01,0
2025-03-01,ACC_00090,NorthAmerica,Enterprise,growth,annual,92,49,3148.11,1170.91,0.0,18.03,,0.1134,0
2025-04-01,ACC_00090,NorthAmerica,Enterprise,growth,annual,95,51,4108.6,215.6,0.0,5.39,44.3,0.01,0
2025-05-01,ACC_00090,NorthAmerica,Enterprise,growth,annual,85,49,3994.07,868.79,0.0,33.53,27.4,0.0499,0
2025-06-01,ACC_00090,NorthAmerica,Enterprise,growth,annual,89,64,3586.67,,0.0,21.16,50.1,0.0299,0
2025-01-01,ACC_00091,EMEA,MidMarket,starter,monthly,41,26,733.87,206.35,1.0,15.13,34.8,0.3749,0
2025-02-01,ACC_00091,EMEA,MidMarket,starter,monthly,45,36,785.19,501.57,0.0,2.89,52.9,0.2892,0
2025-03-01,ACC_00091,EMEA,MidMarket,starter,monthly,42,13,698.29,217.57,1.0,40.32,33.5,0.4584,0
2025-04-01,ACC_00091,EMEA,MidMarket,starter,monthly,43,25,867.81,381.43,3.0,8.86,,0.3084,0
2025-05-01,ACC_00091,EMEA,MidMarket,starter,monthly,44,17,823.24,65.82,0.0,11.8,,0.3041,0
2025-06-01,ACC_00091,EMEA,MidMarket,starter,monthly,47,35,816.19,517.08,2.0,42.9,39.2,0.405,0
2025-01-01,ACC_00092,APAC,SMB,starter,annual,11,9,212.31,,3.0,33.76,39.5,0.2985,0
2025-02-01,ACC_00092,APAC,SMB,starter,annual,9,7,158.3,96.6,1.0,3.03,66.9,0.1417,0
2025-03-01,ACC_00092,APAC,SMB,starter,annual,6,3,98.05,75.04,2.0,14.12,28.1,0.1693,0
2025-04-01,ACC_00092,APAC,SMB,starter,annual,10,9,164.77,,0.0,14.66,49.7,0.1145,0
2025-05-01,ACC_00092,APAC,SMB,starter,annual,10,8,162.4,170.4,5.0,17.82,12.0,0.2745,0
2025-06-01,ACC_00092,APAC,SMB,starter,annual,7,5,124.5,94.67,0.0,2.46,28.6,0.0796,0
2025-01-01,ACC_00093,unknown,MidMarket,starter,monthly,27,15,485.32,81.77,0.0,15.83,23.4,0.2887,0
2025-02-01,ACC_00093,NorthAmerica,MidMarket,starter,monthly,29,23,551.46,279.67,3.0,14.87,29.9,0.4036,0
2025-03-01,ACC_00093,NorthAmerica,MidMarket,starter,monthly,24,14,396.68,297.23,3.0,29.6,-0.3,0.4605,0
2025-04-01,ACC_00093,NorthAmerica,MidMarket,starter,monthly,26,15,466.51,,3.0,14.5,37.4,0.3752,0
2025-05-01,ACC_00093,NorthAmerica,MidMarket,starter,monthly,29,20,474.38,204.65,1.0,14.59,-1.0,0.3842,0
2025-06-01,ACC_00093,NorthAmerica,MidMarket,starter,monthly,27,18,450.77,193.4,2.0,47.47,16.0,0.4935,0
2025-01-01,ACC_00094,NorthAmerica,Enterprise,growth,annual,68,49,2819.15,602.58,,16.72,,0.1141,0
2025-02-01,ACC_00094,NorthAmerica,Enterprise,growth,annual,75,47,3112.15,314.03,3.0,26.73,67.4,0.1028,0
2025-03-01,ACC_00094,NorthAmerica,Enterprise,growth,annual,67,31,2811.04,256.06,2.0,25.73,,0.1122,0
2025-04-01,ACC_00094,NorthAmerica,Enterprise,error,annual,63,44,2420.76,749.35,2.0,13.69,,0.01,0
2025-05-01,ACC_00094,NorthAmerica,Enterprise,growth,annual,66,39,3287.45,,4.0,18.73,12.6,0.1919,0
2025-06-01,ACC_00094,NorthAmerica,Enterprise,growth,annual,60,31,2206.36,593.93,0.0,15.8,43.0,0.051,0
2025-01-01,ACC_00095,APAC,SMB,enterprise,annual,5,5,730.97,54.99,0.0,8.19,,0.021,0
2025-02-01,ACC_00095,APAC,SMB,enterprise,annual,7,4,890.07,56.98,1.0,19.85,58.2,0.0823,0
2025-03-01,ACC_00095,APAC,SMB,enterprise,annual,2,2,331.71,34.69,1.0,5.16,31.7,0.01,0
2025-04-01,ACC_00095,APAC,SMB,enterprise,annual,6,4,821.28,37.61,1.0,7.79,57.9,0.0258,0
2025-05-01,ACC_00095,APAC,SMB,enterprise,annual,5,2,695.31,24.66,0.0,0.24,,0.01,0
2025-06-01,ACC_00095,APAC,SMB,enterprise,annual,7,6,898.25,80.56,0.0,18.09,51.9,0.01,0
2025-01-01,ACC_00096,LATAM,SMB,starter,annual,9,4,153.86,46.49,1.0,27.71,8.9,0.2165,0
2025-02-01,ACC_00096,LATAM,SMB,starter,annual,7,5,125.19,62.82,1.0,2.66,40.1,0.0837,0
2025-03-01,ACC_00096,LATAM,SMB,starter,annual,7,5,118.85,36.23,3.0,9.71,28.4,0.1525,0
2025-04-01,ACC_00096,LATAM,SMB,starter,annual,8,6,154.91,70.77,0.0,1.11,42.0,0.0918,0
2025-05-01,ACC_00096,LATAM,SMB,starter,annual,5,3,78.21,,0.0,38.03,25.9,0.2152,0
2025-06-01,ACC_00096,LATAM,SMB,starter,annual,12,8,214.11,,1.0,8.46,67.9,0.0959,0
2025-01-01,ACC_00097,EMEA,SMB,pro,monthly,5,3,392.51,,2.0,10.37,,0.3343,0
2025-02-01,ACC_00097,EMEA,SMB,pro,monthly,9,6,789.89,122.83,2.0,9.34,54.8,0.248,0
2025-03-01,ACC_00097,EMEA,SMB,pro,monthly,9,5,803.13,89.54,0.0,11.54,54.7,0.1758,0
2025-04-01,ACC_00097,EMEA,SMB,pro,monthly,11,6,1006.56,79.03,1.0,5.27,10.1,0.3799,1
2025-05-01,ACC_00097,EMEA,SMB,pro,monthly,9,8,803.13,72.59,0.0,36.75,39.7,0.2977,0
2025-06-01,ACC_00097,EMEA,SMB,pro,monthly,9,8,748.41,217.7,3.0,11.16,58.9,0.2372,0
2025-01-01,ACC_00098,NorthAmerica,SMB,pro,monthly,4,3,340.63,29.35,1.0,3.49,,0.2624,0
2025-02-01,ACC_00098,NorthAmerica,SMB,pro,monthly,9,3,716.09,47.72,2.0,28.42,55.9,0.2679,0
2025-03-01,ACC_00098,NorthAmerica,SMB,pro,monthly,8,1,605.23,5.76,5.0,13.46,26.3,0.3562,0
2025-04-01,ACC_00098,NorthAmerica,SMB,pro,monthly,7,5,660.54,55.83,0.0,2.13,45.9,0.2171,0
2025-05-01,ACC_00098,NorthAmerica,SMB,pro,monthly,8,6,639.76,126.88,2.0,5.83,,0.2927,0
2025-06-01,ACC_00098,NorthAmerica,SMB,pro,monthly,7,6,641.48,,2.0,28.41,59.8,0.2606,0
2025-01-01,ACC_00099,APAC,MidMarket,starter,annual,21,12,391.96,333.78,4.0,14.35,45.2,0.2275,0
2025-02-01,ACC_00099,APAC,MidMarket,starter,annual,20,16,337.6,272.9,4.0,6.1,32.9,0.2042,0
2025-03-01,ACC_00099,APAC,MidMarket,starter,annual,20,17,344.89,236.79,4.0,4.28,27.1,0.2355,0
2025-04-01,ACC_00099,APAC,MidMarket,starter,annual,19,16,397.65,,3.0,45.65,63.5,0.1496,0
2025-05-01,ACC_00099,APAC,MidMarket,starter,annual,18,10,313.89,84.13,,9.49,32.4,0.093,0
2025-06-01,ACC_00099,APAC,MidMarket,starter,annual,20,8,334.07,81.29,3.0,8.51,44.9,0.0906,0
2025-01-01,ACC_00100,NorthAmerica,Enterprise,enterprise,annual,123,46,18171.59,785.3,0.0,10.12,43.0,0.0315,0
2025-02-01,ACC_00100,NorthAmerica,Enterprise,enterprise,annual,116,87,15490.33,873.03,2.0,8.98,37.0,0.01,0
2025-03-01,ACC_00100,NorthAmerica,Enterprise,enterprise,annual,118,88,16829.77,322.88,3.0,12.79,41.9,0.1486,0
2025-04-01,ACC_00100,NorthAmerica,Enterprise,enterprise,annual,114,42,15721.13,981.83,2.0,15.26,65.9,0.0236,0
2025-05-01,ACC_00100,NorthAmerica,Enterprise,enterprise,annual,116,65,15391.75,1502.2,1.0,6.8,69.5,0.01,0
2025-06-01,ACC_00100,NorthAmerica,Enterprise,enterprise,annual,110,77,17585.4,868.74,0.0,4.24,62.7,0.01,0
2025-01-01,ACC_00101,NorthAmerica,MidMarket,enterprise,monthly,33,25,4660.24,298.48,1.0,7.69,,0.1995,0
2025-02-01,ACC_00101,NorthAmerica,MidMarket,enterprise,monthly,35,22,4907.75,189.68,2.0,48.38,52.9,0.3314,0
2025-03-01,ACC_00101,NorthAmerica,MidMarket,enterprise,monthly,32,25,4429.44,392.97,1.0,33.99,42.0,0.3536,0
2025-04-01,ACC_00101,NorthAmerica,MidMarket,enterprise,monthly,28,19,4094.8,142.27,1.0,7.39,44.6,0.2333,1
2025-05-01,ACC_00101,NorthAmerica,MidMarket,enterprise,monthly,32,17,4347.91,296.9,2.0,5.92,8.6,0.3211,0
2025-06-01,ACC_00101,NorthAmerica,MidMarket,enterprise,monthly,34,17,5896.69,136.73,1.0,6.57,,0.2452,0
2025-01-01,ACC_00102,NorthAmerica,MidMarket,growth,monthly,38,25,1725.31,491.75,1.0,19.71,41.4,0.3335,0
2025-02-01,ACC_00102,NorthAmerica,MidMarket,growth,monthly,42,25,1752.76,394.92,2.0,9.21,38.4,0.3017,0
2025-03-01,ACC_00102,NorthAmerica,MidMarket,growth,monthly,33,16,1332.44,433.88,1.0,20.56,6.9,0.3604,0
2025-04-01,ACC_00102,NorthAmerica,MidMarket,growth,monthly,41,19,1922.08,474.15,2.0,26.23,,0.2999,0
2025-05-01,ACC_00102,NorthAmerica,MidMarket,growth,monthly,33,25,1427.77,404.34,0.0,4.56,14.7,0.314,0
2025-06-01,ACC_00102,NorthAmerica,MidMarket,growth,monthly,37,29,1528.87,386.38,,14.6,38.1,0.2273,1
2025-01-01,ACC_00103,NorthAmerica,MidMarket,growth,annual,14,6,642.32,146.73,1.0,2.83,25.5,0.0885,0
2025-02-01,ACC_00103,NorthAmerica,MidMarket,growth,annual,12,8,443.59,122.28,1.0,17.38,,0.0982,0
2025-03-01,ACC_00103,NorthAmerica,MidMarket,growth,annual,15,10,686.24,,0.0,7.3,55.8,0.01,0
2025-04-01,ACC_00103,NorthAmerica,MidMarket,growth,annual,8,4,322.63,66.69,1.0,7.48,42.6,0.0352,0
2025-05-01,ACC_00103,NorthAmerica,MidMarket,growth,annual,11,10,485.46,195.67,1.0,4.73,72.2,0.0104,0
2025-06-01,ACC_00103,NorthAmerica,MidMarket,growth,annual,12,7,512.57,73.68,0.0,2.02,35.6,0.0595,0
2025-01-01,ACC_00104,NorthAmerica,SMB,starter,monthly,8,6,135.42,82.17,0.0,3.58,36.9,0.3494,0
2025-02-01,ACC_00104,NorthAmerica,SMB,starter,monthly,5,4,90.04,101.27,1.0,6.6,,0.3823,0
2025-03-01,ACC_00104,NorthAmerica,SMB,starter,monthly,9,4,161.99,94.59,4.0,8.65,25.6,0.4113,0
2025-04-01,ACC_00104,NorthAmerica,SMB,starter,monthly,9,8,160.54,63.73,2.0,7.75,43.4,0.418,0
2025-05-01,ACC_00104,NorthAmerica,SMB,starter,monthly,8,4,150.47,105.74,1.0,6.3,24.7,0.3704,0
2025-06-01,ACC_00104,NorthAmerica,SMB,starter,monthly,11,6,202.87,96.82,3.0,37.97,46.3,0.4473,0
2025-01-01,ACC_00105,EMEA,MidMarket,starter,annual,16,10,272.73,225.43,1.0,18.22,59.7,0.157,0
2025-02-01,ACC_00105,EMEA,MidMarket,starter,annual,15,8,256.88,55.65,3.0,24.34,53.6,0.2341,0
2025-03-01,ACC_00105,EMEA,MidMarket,starter,annual,16,10,293.87,152.51,3.0,30.69,45.3,0.1412,0
2025-04-01,ACC_00105,EMEA,MidMarket,starter,annual,17,12,316.17,238.96,0.0,11.93,62.2,0.1018,0
2025-05-01,ACC_00105,EMEA,MidMarket,starter,annual,14,10,229.32,,2.0,18.69,51.6,0.1809,0
2025-06-01,ACC_00105,EMEA,MidMarket,starter,annual,16,9,273.84,104.2,1.0,32.86,25.6,0.2375,0
2025-01-01,ACC_00106,NorthAmerica,Enterprise,error,monthly,83,46,3217.1,665.15,1.0,28.55,,0.2167,0
2025-02-01,ACC_00106,NorthAmerica,Enterprise,growth,monthly,75,43,3410.58,550.28,1.0,5.18,,0.3031,0
2025-03-01,ACC_00106,NorthAmerica,Enterprise,growth,monthly,77,66,3109.0,337.51,2.0,11.37,10.7,0.3212,0
2025-04-01,ACC_00106,NorthAmerica,Enterprise,growth,monthly,82,53,3238.18,628.53,2.0,23.39,25.3,0.2806,0
2025-05-01,ACC_00106,unknown,Enterprise,growth,monthly,77,56,3147.91,909.16,1.0,5.19,37.0,0.2468,1
2025-06-01,ACC_00106,NorthAmerica,Enterprise,growth,monthly,75,38,3533.52,215.08,4.0,7.74,,0.3181,0
2025-01-01,ACC_00107,NorthAmerica,MidMarket,starter,annual,34,21,638.66,421.4,3.0,42.17,,0.2726,0
2025-02-01,ACC_00107,NorthAmerica,MidMarket,starter,annual,39,32,612.93,474.94,2.0,57.88,50.3,0.2581,0
2025-03-01,ACC_00107,NorthAmerica,MidMarket,starter,annual,41,30,697.14,399.95,2.0,6.71,31.2,0.186,0
2025-04-01,ACC_00107,NorthAmerica,MidMarket,starter,annual,38,30,721.79,472.55,1.0,7.3,54.8,0.184,0
2025-05-01,ACC_00107,NorthAmerica,MidMarket,starter,annual,36,17,605.26,180.75,0.0,1.93,17.5,0.0777,0
2025-06-01,ACC_00107,NorthAmerica,MidMarket,starter,annual,40,22,702.39,351.84,1.0,16.35,14.9,0.1467,0
2025-01-01,ACC_00108,APAC,SMB,pro,annual,4,1,356.98,25.11,0.0,9.15,62.0,0.01,0
2025-02-01,ACC_00108,APAC,SMB,pro,annual,7,6,626.19,83.36,1.0,4.28,84.0,0.01,0
2025-03-01,ACC_00108,APAC,SMB,pro,annual,2,2,168.27,40.42,0.0,1.93,55.5,0.0157,0
2025-04-01,ACC_00108,APAC,SMB,pro,annual,7,6,659.96,66.69,1.0,3.19,72.5,0.01,0
2025-05-01,ACC_00108,APAC,SMB,pro,annual,7,6,586.32,112.78,0.0,16.73,,0.015,0
2025-06-01,ACC_00108,APAC,SMB,pro,annual,5,3,439.7,87.79,3.0,11.67,46.8,0.0905,0
2025-01-01,ACC_00109,EMEA,MidMarket,error,annual,34,18,1472.05,,3.0,19.74,48.2,0.0925,0
2025-02-01,ACC_00109,EMEA,MidMarket,growth,annual,39,24,1470.12,356.88,2.0,22.69,36.8,0.103,0
2025-03-01,ACC_00109,EMEA,MidMarket,growth,annual,37,13,1773.65,193.4,2.0,10.99,56.8,0.0528,0
2025-04-01,ACC_00109,EMEA,MidMarket,growth,annual,39,22,1701.44,431.41,1.0,1.35,53.5,0.0168,0
2025-05-01,ACC_00109,EMEA,MidMarket,growth,annual,38,25,1677.88,222.49,1.0,13.23,27.1,0.0651,0
2025-06-01,ACC_00109,EMEA,MidMarket,growth,annual,35,17,1334.15,155.27,0.0,19.1,,0.0644,0
2025-01-01,ACC_00110,NorthAmerica,SMB,pro,annual,5,4,486.09,84.25,0.0,8.37,69.1,0.0798,0
2025-02-01,ACC_00110,NorthAmerica,SMB,pro,annual,9,2,723.87,75.26,0.0,12.58,75.6,0.01,0
2025-03-01,ACC_00110,NorthAmerica,SMB,pro,annual,5,4,417.29,97.67,0.0,4.9,75.3,0.01,0
2025-04-01,ACC_00110,NorthAmerica,SMB,pro,annual,8,3,647.49,,3.0,8.99,35.4,0.0883,1
2025-05-01,ACC_00110,NorthAmerica,SMB,pro,annual,6,5,513.16,98.0,1.0,39.47,,0.0595,0
2025-06-01,ACC_00110,NorthAmerica,SMB,pro,annual,5,2,448.62,9.1,0.0,3.82,59.9,0.1222,1
2025-01-01,ACC_00111,EMEA,Enterprise,pro,annual,153,118,13147.68,179.76,2.0,6.76,30.4,0.0607,0
2025-02-01,ACC_00111,EMEA,Enterprise,pro,annual,155,85,13593.43,1346.55,2.0,8.25,82.9,0.01,0
2025-03-01,ACC_00111,EMEA,Enterprise,pro,annual,154,96,13530.66,1200.32,,32.13,41.8,0.1397,1
2025-04-01,ACC_00111,EMEA,Enterprise,pro,annual,156,120,14107.46,2202.74,2.0,8.79,50.7,0.01,0
2025-05-01,ACC_00111,EMEA,Enterprise,pro,annual,158,84,13709.69,1454.74,5.0,9.65,49.6,0.0861,0
2025-06-01,ACC_00111,EMEA,Enterprise,pro,annual,148,111,12841.75,1785.35,2.0,13.08,,0.0693,0
2025-01-01,ACC_00112,NorthAmerica,SMB,growth,annual,1,1,39.35,26.74,0.0,32.78,36.8,0.0683,0
2025-02-01,ACC_00112,NorthAmerica,SMB,growth,annual,6,6,283.83,77.03,1.0,8.34,45.2,0.01,0
2025-03-01,ACC_00112,NorthAmerica,SMB,growth,annual,6,3,254.23,51.42,3.0,12.71,,0.0105,0
2025-04-01,ACC_00112,NorthAmerica,SMB,growth,annual,5,1,212.08,26.67,0.0,43.59,35.0,0.0757,0
2025-05-01,ACC_00112,NorthAmerica,SMB,growth,annual,4,4,166.93,81.62,1.0,5.9,32.4,0.0492,0
2025-06-01,ACC_00112,NorthAmerica,SMB,growth,annual,3,3,112.51,40.54,1.0,31.89,47.8,0.0494,0
2025-01-01,ACC_00113,NorthAmerica,Enterprise,starter,annual,89,54,1567.24,1316.55,0.0,21.76,,0.1707,0
2025-02-01,ACC_00113,NorthAmerica,Enterprise,starter,annual,80,63,1197.4,1155.38,2.0,4.76,49.1,0.1245,0
2025-03-01,ACC_00113,NorthAmerica,Enterprise,starter,annual,86,43,1446.1,707.21,5.0,11.56,22.6,0.248,0
2025-04-01,ACC_00113,NorthAmerica,Enterprise,starter,annual,83,43,1688.59,607.92,3.0,33.38,53.9,0.2334,0
2025-05-01,ACC_00113,NorthAmerica,Enterprise,starter,annual,78,59,995.47,643.21,1.0,4.57,47.9,0.1077,0
2025-06-01,ACC_00113,NorthAmerica,Enterprise,starter,annual,75,50,1182.15,530.58,1.0,11.96,63.8,0.1477,0
2025-01-01,ACC_00114,NorthAmerica,MidMarket,growth,annual,26,19,1292.91,140.28,3.0,9.54,63.5,0.0872,0
2025-02-01,ACC_00114,NorthAmerica,MidMarket,growth,annual,27,13,1210.07,193.47,0.0,3.72,43.0,0.0494,0
2025-03-01,ACC_00114,NorthAmerica,MidMarket,growth,annual,30,22,1392.3,533.94,2.0,11.26,56.0,0.0732,0
2025-04-01,ACC_00114,NorthAmerica,MidMarket,growth,annual,27,20,1276.37,225.24,0.0,9.8,71.0,0.0327,0
2025-05-01,ACC_00114,NorthAmerica,MidMarket,growth,annual,26,11,1108.2,144.14,2.0,6.58,52.4,0.0664,0
2025-06-01,ACC_00114,NorthAmerica,MidMarket,growth,annual,26,20,980.04,,,17.2,61.9,0.0133,0
2025-01-01,ACC_00115,APAC,Enterprise,growth,annual,69,54,2817.19,757.27,0.0,10.83,,0.0285,0
2025-02-01,ACC_00115,APAC,Enterprise,growth,annual,66,38,2969.19,724.5,1.0,5.17,,0.1171,1
2025-03-01,ACC_00115,APAC,Enterprise,growth,annual,74,54,3155.32,894.78,2.0,12.64,40.8,0.0324,0
2025-04-01,ACC_00115,APAC,Enterprise,growth,annual,66,23,2850.47,485.21,0.0,10.84,,0.0364,0
2025-05-01,ACC_00115,APAC,Enterprise,growth,annual,70,56,3321.19,1074.38,0.0,19.65,55.6,0.0441,0
2025-06-01,ACC_00115,APAC,Enterprise,growth,annual,67,24,2612.25,576.88,1.0,56.42,30.4,0.1286,0
2025-01-01,ACC_00116,APAC,SMB,pro,annual,8,6,697.3,55.0,0.0,23.14,44.3,0.01,0
2025-02-01,ACC_00116,APAC,SMB,pro,annual,6,5,536.56,78.61,0.0,17.05,27.4,0.0191,0
2025-03-01,ACC_00116,APAC,SMB,pro,annual,6,3,561.95,42.67,0.0,0.61,61.7,0.0276,0
2025-04-01,ACC_00116,APAC,SMB,pro,annual,5,3,442.58,32.11,1.0,7.73,,0.01,0
2025-05-01,ACC_00116,APAC,SMB,pro,annual,8,7,643.59,,0.0,2.42,54.7,0.0394,0
2025-06-01,ACC_00116,APAC,SMB,pro,annual,5,2,409.51,44.67,0.0,18.17,,0.01,0
2025-01-01,ACC_00117,LATAM,SMB,pro,annual,10,10,879.33,,0.0,11.18,42.2,0.01,0
2025-02-01,ACC_00117,LATAM,SMB,pro,annual,7,6,642.23,,2.0,5.11,31.5,0.0924,0
2025-03-01,ACC_00117,LATAM,SMB,pro,annual,6,5,506.37,51.27,3.0,14.47,20.9,0.145,0
2025-04-01,ACC_00117,LATAM,SMB,pro,annual,11,9,1003.04,90.9,0.0,46.83,60.9,0.0799,0
2025-05-01,ACC_00117,LATAM,SMB,pro,annual,12,10,935.7,,0.0,8.48,47.0,0.0334,0
2025-06-01,ACC_00117,LATAM,SMB,pro,annual,9,5,713.88,15.39,0.0,8.79,66.8,0.01,0
2025-01-01,ACC_00118,NorthAmerica,SMB,growth,monthly,5,4,180.82,33.53,2.0,7.77,32.9,0.2818,0
2025-02-01,ACC_00118,NorthAmerica,SMB,growth,monthly,5,3,222.81,40.61,1.0,2.35,,0.2396,0
2025-03-01,ACC_00118,NorthAmerica,SMB,growth,monthly,2,1,91.91,27.57,2.0,34.86,,0.3414,0
2025-04-01,ACC_00118,NorthAmerica,SMB,growth,monthly,8,4,337.59,19.54,0.0,0.25,39.8,0.2955,0
2025-05-01,ACC_00118,NorthAmerica,SMB,growth,monthly,7,5,284.39,51.61,0.0,3.93,,0.213,0
2025-06-01,ACC_00118,NorthAmerica,SMB,growth,monthly,8,3,308.45,14.31,1.0,8.82,56.8,0.2395,0
2025-01-01,ACC_00119,NorthAmerica,SMB,enterprise,monthly,11,8,1511.77,173.98,2.0,6.34,,0.2263,0
2025-02-01,ACC_00119,NorthAmerica,SMB,enterprise,monthly,10,6,1398.87,,1.0,35.65,39.0,0.3291,0
2025-03-01,ACC_00119,NorthAmerica,SMB,enterprise,monthly,12,6,1820.37,158.09,1.0,24.68,,0.2907,0
2025-04-01,ACC_00119,NorthAmerica,SMB,enterprise,monthly,9,7,1385.61,104.48,0.0,47.1,52.8,0.2309,0
2025-05-01,ACC_00119,unknown,SMB,enterprise,monthly,9,7,1239.15,155.42,2.0,26.15,66.7,0.2886,1
2025-06-01,ACC_00119,NorthAmerica,SMB,enterprise,monthly,10,6,1419.07,116.04,3.0,15.83,16.8,0.311,1
2025-01-01,ACC_00120,APAC,Enterprise,growth,annual,80,65,2827.39,907.79,1.0,17.3,35.5,0.016,0
2025-02-01,ACC_00120,APAC,Enterprise,growth,annual,79,37,3389.29,300.95,0.0,17.43,59.2,0.0544,0
2025-03-01,ACC_00120,APAC,Enterprise,growth,annual,75,45,2484.97,386.24,1.0,9.67,64.8,0.0202,0
2025-04-01,ACC_00120,APAC,Enterprise,growth,annual,65,20,2616.29,380.61,0.0,24.82,57.8,0.01,0
2025-05-01,ACC_00120,APAC,Enterprise,growth,annual,72,48,3032.9,826.11,,31.45,22.1,0.1866,0
2025-06-01,ACC_00120,APAC,Enterprise,growth,annual,75,48,3242.77,683.59,1.0,16.61,58.7,0.0867,0
2025-01-01,ACC_00121,EMEA,MidMarket,starter,annual,35,19,620.16,324.78,1.0,13.29,74.5,0.155,0
2025-02-01,ACC_00121,EMEA,MidMarket,starter,annual,32,31,590.98,469.26,2.0,43.16,38.0,0.1926,0
2025-03-01,ACC_00121,EMEA,MidMarket,starter,annual,34,29,644.11,331.16,1.0,11.01,41.0,0.2137,0
2025-04-01,ACC_00121,EMEA,MidMarket,starter,annual,33,17,596.57,211.34,0.0,29.53,58.5,0.1469,0
2025-05-01,ACC_00121,EMEA,MidMarket,starter,annual,30,25,490.05,494.83,1.0,10.94,24.6,0.1628,0
2025-06-01,ACC_00121,EMEA,MidMarket,starter,annual,36,30,657.17,,4.0,28.76,47.8,0.232,0
2025-01-01,ACC_00122,NorthAmerica,MidMarket,growth,annual,38,33,1605.21,536.24,3.0,22.75,76.6,0.0119,0
2025-02-01,ACC_00122,NorthAmerica,MidMarket,growth,annual,34,31,1541.54,504.66,1.0,4.54,,0.0381,0
2025-03-01,ACC_00122,NorthAmerica,MidMarket,growth,annual,33,15,1389.44,114.54,0.0,6.03,,0.0551,0
2025-04-01,ACC_00122,NorthAmerica,MidMarket,growth,annual,37,24,1468.88,260.31,1.0,2.83,80.3,0.01,0
2025-05-01,ACC_00122,NorthAmerica,MidMarket,growth,annual,35,24,1441.3,385.03,2.0,24.47,32.0,0.068,0
2025-06-01,ACC_00122,NorthAmerica,MidMarket,growth,annual,37,24,1463.21,265.86,0.0,8.59,52.8,0.01,0
2025-01-01,ACC_00123,NorthAmerica,MidMarket,pro,annual,39,26,3187.56,557.08,2.0,22.2,48.5,0.105,0
2025-02-01,ACC_00123,NorthAmerica,MidMarket,pro,annual,36,24,3126.89,,1.0,6.52,47.0,0.01,0
2025-03-01,ACC_00123,NorthAmerica,MidMarket,pro,annual,36,30,3335.34,405.07,0.0,2.08,43.2,0.01,0
2025-04-01,ACC_00123,NorthAmerica,MidMarket,pro,annual,37,23,2583.33,223.52,1.0,1.82,42.1,0.0463,0
2025-05-01,ACC_00123,NorthAmerica,MidMarket,pro,annual,37,22,3297.68,391.42,1.0,10.08,,0.01,0
2025-06-01,ACC_00123,NorthAmerica,MidMarket,pro,annual,36,22,3331.19,341.57,0.0,7.93,44.7,0.0608,0
2025-01-01,ACC_00124,NorthAmerica,MidMarket,growth,monthly,15,12,548.06,169.98,3.0,12.68,48.0,0.2244,0
2025-02-01,ACC_00124,NorthAmerica,MidMarket,growth,monthly,14,8,578.66,126.46,2.0,9.47,33.5,0.3548,0
2025-03-01,ACC_00124,NorthAmerica,MidMarket,growth,monthly,11,11,430.45,192.63,1.0,6.3,,0.2561,0
2025-04-01,ACC_00124,NorthAmerica,MidMarket,growth,monthly,16,16,723.45,241.13,0.0,7.99,9.5,0.315,0
2025-05-01,ACC_00124,NorthAmerica,MidMarket,growth,monthly,12,5,547.72,103.49,1.0,43.2,19.2,0.4046,0
2025-06-01,ACC_00124,NorthAmerica,MidMarket,growth,monthly,17,13,779.43,188.41,3.0,33.12,42.3,0.2346,0
2025-01-01,ACC_00125,NorthAmerica,SMB,growth,annual,21,16,887.46,229.48,0.0,12.77,,0.01,0
2025-02-01,ACC_00125,NorthAmerica,SMB,growth,annual,20,17,883.06,,1.0,4.37,68.7,0.01,0
2025-03-01,ACC_00125,NorthAmerica,SMB,growth,annual,22,12,999.66,183.59,0.0,2.05,45.0,0.0333,0
2025-04-01,ACC_00125,NorthAmerica,SMB,growth,annual,20,12,815.26,282.48,1.0,8.01,42.8,0.021,0
2025-05-01,ACC_00125,NorthAmerica,SMB,growth,annual,18,12,770.77,208.91,0.0,21.71,24.7,0.0941,0
2025-06-01,ACC_00125,NorthAmerica,SMB,growth,annual,22,13,800.63,216.68,2.0,8.24,29.6,0.0829,1
2025-01-01,ACC_00126,EMEA,SMB,starter,monthly,11,8,193.08,64.86,1.0,1.67,35.5,0.3747,0
