event_id,event_timestamp,site_id,line_id,machine_id,machine_type,operating_mode,load_pct,ambient_temp_c,spindle_temp_c,vibration_mm_s,pressure_bar,power_kw,throughput_units,defects_per_hour,downtime_minutes,maintenance_flag,quality_grade
EVT_MCH_002_2025031509,2025-03-15 09:00:00,Site_B,L2,MCH_002,Lathe,AUTO,54.37,23.86,53.44,2.549,6.848,45.203,79.42,1,7.82,0,B
EVT_MCH_002_2025031510,2025-03-15 10:00:00,Site_B,L2,MCH_002,Lathe,AUTO,69.31,22.58,58.63,2.902,6.024,48.625,63.98,1,15.33,0,B
EVT_MCH_002_2025031511,2025-03-15 11:00:00,Site_B,L2,MCH_002,Lathe,CALIBRATION,17.76,21.4,28.9,1.682,5.202,19.904,8.21,0,1.86,0,A
EVT_MCH_002_2025031512,2025-03-15 12:00:00,Site_B,L2,MCH_002,Lathe,AUTO,63.46,19.52,53.12,2.51,5.289,47.869,88.22,1,3.27,0,B
EVT_MCH_002_2025031513,2025-03-15 13:00:00,Site_B,L2,MCH_002,Lathe,AUTO,47.84,16.26,37.77,2.124,6.622,37.451,59.95,0,6.03,0,A
EVT_MCH_002_2025031514,2025-03-15 14:00:00,Site_B,L2,MCH_002,Lathe,AUTO,45.12,14.9,42.63,1.96,6.754,35.041,89.69,0,3.66,0,A
EVT_MCH_002_2025031515,2025-03-15 15:00:00,Site_B,L2,MCH_002,Lathe,CALIBRATION,26.63,14.94,26.37,1.512,5.868,34.482,23.32,3,3.19,0,C
EVT_MCH_002_2025031516,2025-03-15 16:00:00,Site_B,L2,MCH_002,Lathe,AUTO,74.06,14.5,52.02,2.738,7.077,53.441,118.5,0,4.55,0,A
EVT_MCH_002_2025031517,2025-03-15 17:00:00,Site_B,L2,MCH_002,Lathe,AUTO,63.78,12.13,43.33,2.72,5.466,50.043,77.77,2,11.19,0,B
EVT_MCH_002_2025031518,2025-03-15 18:00:00,Site_B,L2,MCH_002,Lathe,MANUAL,41.78,12.93,29.98,1.94,6.128,31.767,21.54,0,4.71,0,A
EVT_MCH_002_2025031519,2025-03-15 19:00:00,Site_B,L2,MCH_002,Lathe,AUTO,57.55,16.32,41.89,2.653,6.078,46.738,80.42,2,7.12,0,B
EVT_MCH_002_2025031520,2025-03-15 20:00:00,Site_B,L2,MCH_002,Lathe,AUTO,35.91,17.04,37.14,1.639,5.069,27.025,64.46,1,7.72,0,B
EVT_MCH_002_2025031521,2025-03-15 21:00:00,Site_B,L2,MCH_002,Lathe,AUTO,47.0,13.52,40.79,2.12,5.518,37.109,61.67,0,3.25,0,A
EVT_MCH_002_2025031522,2025-03-15 22:00:00,Site_B,L2,MCH_002,Lathe,AUTO,39.29,15.88,38.65,1.767,5.724,34.12,57.06,1,2.75,0,B
EVT_MCH_002_2025031523,2025-03-15 23:00:00,Site_B,L2,MCH_002,Lathe,MANUAL,42.56,16.99,37.78,1.776,5.483,32.191,39.94,1,1.47,0,B
EVT_MCH_002_2025031600,2025-03-16 00:00:00,Site_B,L2,MCH_002,Lathe,MANUAL,41.31,20.21,36.36,1.921,6.5,31.367,42.25,1,6.43,0,B
EVT_MCH_002_2025031601,2025-03-16 01:00:00,Site_B,L2,MCH_002,Lathe,AUTO,47.15,18.95,40.91,1.941,6.015,43.405,93.86,2,7.42,0,B
EVT_MCH_002_2025031602,2025-03-16 02:00:00,Site_B,L2,MCH_002,Lathe,AUTO,39.94,20.31,38.31,1.976,6.186,35.179,48.87,1,2.43,0,B
EVT_MCH_002_2025031603,2025-03-16 03:00:00,Site_B,L2,MCH_002,Lathe,AUTO,52.94,21.86,43.25,2.62,6.582,40.44,85.06,0,4.86,0,A
EVT_MCH_002_2025031604,2025-03-16 04:00:00,Site_B,L2,MCH_002,Lathe,MANUAL,47.54,25.7,50.1,1.883,7.337,41.101,45.21,1,6.85,0,B
EVT_MCH_002_2025031605,2025-03-16 05:00:00,Site_B,L2,MCH_002,Lathe,AUTO,49.26,25.04,48.56,2.128,5.949,40.365,91.91,0,3.69,0,A
EVT_MCH_002_2025031606,2025-03-16 06:00:00,Site_B,L2,MCH_002,Lathe,AUTO,51.36,24.25,52.84,2.323,6.023,34.09,74.25,1,1.56,0,B
EVT_MCH_002_2025031607,2025-03-16 07:00:00,Site_B,L2,MCH_002,Lathe,AUTO,62.69,23.96,58.06,2.554,7.252,45.386,86.75,0,3.47,0,A
EVT_MCH_002_2025031608,2025-03-16 08:00:00,Site_B,L2,MCH_002,Lathe,AUTO,51.45,25.66,53.99,2.214,5.761,44.795,72.31,1,1.53,0,B
EVT_MCH_002_2025031609,2025-03-16 09:00:00,Site_B,L2,MCH_002,Lathe,MANUAL,45.31,23.43,44.55,,5.881,37.137,35.48,0,0.77,0,A
EVT_MCH_002_2025031610,2025-03-16 10:00:00,Site_B,L2,MCH_002,Lathe,AUTO,47.31,25.12,53.86,1.909,6.655,45.268,71.23,1,1.52,0,B
EVT_MCH_002_2025031611,2025-03-16 11:00:00,Site_B,L2,MCH_002,Lathe,MANUAL,18.43,19.39,29.75,0.812,4.721,22.618,24.46,1,27.93,1,B
EVT_MCH_002_2025031612,2025-03-16 12:00:00,Site_B,L2,MCH_002,Lathe,MANUAL,30.11,20.26,36.15,1.971,5.877,32.705,20.7,1,3.46,0,B
EVT_MCH_002_2025031613,2025-03-16 13:00:00,Site_B,L2,MCH_002,Lathe,AUTO,67.78,20.59,54.18,2.999,6.32,45.973,96.24,0,8.7,0,A
EVT_MCH_002_2025031614,2025-03-16 14:00:00,Site_B,L2,MCH_002,Lathe,AUTO,43.86,16.64,36.76,1.913,5.574,42.718,52.0,0,1.36,0,A
EVT_MCH_002_2025031615,2025-03-16 15:00:00,Site_B,L2,MCH_002,Lathe,AUTO,43.93,16.61,38.47,2.176,6.347,36.101,72.03,1,1.3,0,B
EVT_MCH_002_2025031616,2025-03-16 16:00:00,Site_B,L2,MCH_002,Lathe,AUTO,56.44,15.72,49.54,,5.693,46.888,67.57,0,4.74,0,A
EVT_MCH_002_2025031617,2025-03-16 17:00:00,Site_B,L2,MCH_002,Lathe,AUTO,68.7,12.55,50.16,2.512,5.755,52.263,90.13,0,2.94,0,error
EVT_MCH_002_2025031618,2025-03-16 18:00:00,Site_B,L2,MCH_002,Lathe,MANUAL,40.56,14.41,29.92,,5.621,34.335,27.35,2,6.86,0,B
EVT_MCH_002_2025031619,2025-03-16 19:00:00,Site_B,L2,MCH_002,Lathe,MANUAL,32.21,14.18,25.61,,5.128,27.339,8.68,1,2.63,0,B
EVT_MCH_002_2025031620,2025-03-16 20:00:00,Site_B,L2,MCH_002,Lathe,AUTO,51.77,16.52,48.22,,6.223,44.619,56.45,1,3.94,0,B
EVT_MCH_002_2025031621,2025-03-16 21:00:00,Site_B,L2,MCH_002,Lathe,AUTO,76.37,15.05,53.58,2.623,6.205,51.664,103.67,2,8.51,0,B
EVT_MCH_002_2025031622,2025-03-16 22:00:00,Site_B,L2,MCH_002,Lathe,AUTO,55.52,11.79,43.64,2.494,5.462,42.918,82.45,0,7.21,0,A
EVT_MCH_002_2025031623,2025-03-16 23:00:00,Site_B,L2,MCH_002,Lathe,MANUAL,24.09,20.1,29.01,1.641,5.617,30.114,16.75,0,5.66,0,A
EVT_MCH_002_2025031700,2025-03-17 00:00:00,Site_B,L2,MCH_002,Lathe,AUTO,69.07,15.38,52.62,2.898,6.495,51.909,103.22,1,7.41,0,B
EVT_MCH_002_2025031701,2025-03-17 01:00:00,Site_B,L2,MCH_002,Lathe,MANUAL,69.3,18.59,56.12,2.719,5.695,49.394,81.25,2,8.59,0,B
EVT_MCH_002_2025031702,2025-03-17 02:00:00,Site_B,L2,MCH_002,Lathe,AUTO,68.91,21.8,54.99,2.639,5.425,45.797,95.24,2,9.03,0,B
EVT_MCH_002_2025031703,2025-03-17 03:00:00,Site_B,L2,MCH_002,Lathe,MANUAL,61.83,23.36,46.36,2.507,5.764,42.171,43.95,1,6.7,0,B
EVT_MCH_002_2025031704,2025-03-17 04:00:00,Site_B,L2,MCH_002,Lathe,AUTO,85.61,25.89,66.46,2.987,6.04,54.476,141.31,1,8.12,0,B
EVT_MCH_002_2025031705,2025-03-17 05:00:00,Site_B,L2,MCH_002,Lathe,AUTO,66.47,22.9,60.27,2.947,5.317,51.104,103.53,1,10.56,0,B
EVT_MCH_002_2025031706,2025-03-17 06:00:00,Site_B,L2,MCH_002,Lathe,AUTO,82.54,23.49,64.03,3.133,6.6,56.022,115.92,0,11.05,0,A
EVT_MCH_002_2025031707,2025-03-17 07:00:00,Site_B,L2,MCH_002,Lathe,AUTO,67.82,25.7,61.49,2.412,6.189,46.789,88.89,0,1.64,0,A
EVT_MCH_002_2025031708,2025-03-17 08:00:00,Site_B,L2,MCH_002,Lathe,CALIBRATION,29.32,24.3,40.5,2.453,4.969,34.805,34.81,0,4.09,0,A
EVT_MCH_002_2025031709,2025-03-17 09:00:00,Site_B,L2,MCH_002,Lathe,AUTO,62.17,20.01,52.44,2.536,6.899,46.261,86.37,0,8.25,0,A
EVT_MCH_002_2025031710,2025-03-17 10:00:00,Site_B,L2,MCH_002,Lathe,MANUAL,60.47,20.75,50.98,2.29,6.799,41.061,37.9,3,8.35,0,C
EVT_MCH_002_2025031711,2025-03-17 11:00:00,Site_B,L2,MCH_002,Lathe,CALIBRATION,15.88,20.36,30.36,1.511,5.622,26.09,7.03,0,3.89,0,A
EVT_MCH_002_2025031712,2025-03-17 12:00:00,Site_B,L2,MCH_002,Lathe,MANUAL,43.46,19.05,43.31,1.886,6.358,32.482,41.29,1,4.02,0,B
EVT_MCH_002_2025031713,2025-03-17 13:00:00,Site_B,L2,MCH_002,Lathe,AUTO,76.19,17.34,58.65,3.208,5.469,54.165,99.42,0,13.38,0,A
EVT_MCH_002_2025031714,2025-03-17 14:00:00,Site_B,L2,MCH_002,Lathe,AUTO,83.1,14.69,56.45,3.557,6.539,58.617,130.66,0,14.85,0,A
EVT_MCH_002_2025031715,2025-03-17 15:00:00,Site_B,L2,MCH_002,Lathe,AUTO,72.55,13.59,51.51,2.837,6.65,47.871,115.44,2,15.03,0,B
EVT_MCH_002_2025031716,2025-03-17 16:00:00,Site_B,L2,MCH_002,Lathe,MANUAL,34.63,16.04,35.12,1.881,5.937,30.403,42.99,2,8.58,0,B
EVT_MCH_002_2025031717,2025-03-17 17:00:00,Site_B,L2,MCH_002,Lathe,AUTO,71.55,13.23,53.27,2.832,5.736,51.156,90.94,2,7.55,0,B
EVT_MCH_002_2025031718,2025-03-17 18:00:00,Site_B,L2,MCH_002,Lathe,AUTO,70.31,13.81,49.45,2.782,6.355,44.376,117.77,1,10.07,0,B
EVT_MCH_002_2025031719,2025-03-17 19:00:00,Site_B,L2,MCH_002,Lathe,AUTO,67.05,15.06,47.72,2.781,6.007,50.111,83.37,0,8.07,0,A
EVT_MCH_002_2025031720,2025-03-17 20:00:00,Site_B,L2,MCH_002,Lathe,AUTO,70.26,14.86,51.11,3.057,6.62,46.662,91.12,1,11.7,0,B
EVT_MCH_002_2025031721,2025-03-17 21:00:00,Site_B,L2,MCH_002,Lathe,AUTO,71.24,14.65,55.2,2.812,6.279,52.969,96.89,0,12.76,0,A
EVT_MCH_002_2025031722,2025-03-17 22:00:00,Site_B,L2,MCH_002,Lathe,AUTO,64.96,17.78,44.85,2.734,5.846,43.174,78.56,1,6.86,0,B
EVT_MCH_002_2025031723,2025-03-17 23:00:00,Site_B,L2,MCH_002,Lathe,CALIBRATION,32.87,17.42,34.75,1.964,6.145,29.267,33.97,3,6.38,0,C
EVT_MCH_002_2025031800,2025-03-18 00:00:00,Site_B,L2,MCH_002,Lathe,MANUAL,39.42,19.0,43.14,1.7,6.415,34.74,46.93,1,2.42,0,B
EVT_MCH_002_2025031801,2025-03-18 01:00:00,Site_B,L2,MCH_002,Lathe,AUTO,75.24,23.69,63.1,2.583,7.827,58.402,,0,4.67,0,A
EVT_MCH_002_2025031802,2025-03-18 02:00:00,Site_B,L2,MCH_002,Lathe,AUTO,68.34,20.58,54.52,2.374,7.395,50.413,103.67,1,2.08,0,B
EVT_MCH_002_2025031803,2025-03-18 03:00:00,Site_B,L2,MCH_002,Lathe,AUTO,68.41,23.51,56.94,2.55,5.889,47.463,91.6,0,14.06,0,A
EVT_MCH_002_2025031804,2025-03-18 04:00:00,Site_B,L2,MCH_002,Lathe,AUTO,64.24,23.29,55.84,2.756,6.462,44.765,100.19,1,6.68,0,B
EVT_MCH_002_2025031805,2025-03-18 05:00:00,Site_B,L2,MCH_002,Lathe,AUTO,78.9,24.26,67.79,2.929,5.876,52.122,102.92,2,17.22,0,B
EVT_MCH_002_2025031806,2025-03-18 06:00:00,Site_B,L2,MCH_002,Lathe,AUTO,63.17,25.02,58.43,,6.384,46.663,102.62,1,6.72,0,B
EVT_MCH_002_2025031807,2025-03-18 07:00:00,Site_B,L2,MCH_002,Lathe,AUTO,42.19,27.17,50.45,1.979,5.501,39.735,57.51,0,1.94,0,A
EVT_MCH_002_2025031808,2025-03-18 08:00:00,Site_B,L2,MCH_002,Lathe,AUTO,64.46,23.91,59.43,2.871,5.713,44.252,88.5,2,9.3,0,B
EVT_MCH_002_2025031809,2025-03-18 09:00:00,Site_B,L2,MCH_002,Lathe,AUTO,62.0,23.78,56.14,2.662,6.437,45.569,110.74,0,20.64,1,A
EVT_MCH_002_2025031810,2025-03-18 10:00:00,Site_B,L2,MCH_002,Lathe,MANUAL,62.7,23.02,51.5,2.48,6.354,44.55,32.05,0,4.55,0,A
EVT_MCH_002_2025031811,2025-03-18 11:00:00,Site_B,L2,MCH_002,Lathe,AUTO,69.52,21.17,58.81,3.024,5.391,46.637,109.74,0,7.98,0,A
EVT_MCH_002_2025031812,2025-03-18 12:00:00,Site_B,L2,MCH_002,Lathe,AUTO,75.1,17.59,59.13,3.202,6.333,50.813,122.1,1,17.32,0,B
EVT_MCH_002_2025031813,2025-03-18 13:00:00,Site_B,L2,MCH_002,Lathe,AUTO,77.46,19.48,55.63,2.961,6.454,50.059,136.53,0,13.43,0,A
EVT_MCH_002_2025031814,2025-03-18 14:00:00,Site_B,L2,MCH_002,Lathe,AUTO,68.39,16.3,55.65,3.056,6.492,46.961,108.71,1,28.06,1,B
EVT_MCH_002_2025031815,2025-03-18 15:00:00,Site_B,L2,MCH_002,Lathe,AUTO,76.17,14.56,55.24,2.518,7.819,49.773,103.38,2,7.67,0,B
EVT_MCH_002_2025031816,2025-03-18 16:00:00,Site_B,L2,MCH_002,Lathe,MANUAL,42.92,13.61,34.98,1.897,5.535,33.974,16.01,1,6.41,0,B
EVT_MCH_002_2025031817,2025-03-18 17:00:00,Site_B,L2,MCH_002,Lathe,AUTO,84.78,14.99,56.73,3.24,6.142,57.287,128.23,1,12.01,0,B
EVT_MCH_002_2025031818,2025-03-18 18:00:00,Site_B,L2,MCH_002,Lathe,AUTO,87.6,15.4,62.58,2.83,6.842,60.555,140.75,0,7.68,0,A
EVT_MCH_002_2025031819,2025-03-18 19:00:00,Site_B,L2,MCH_002,Lathe,AUTO,71.48,11.3,46.58,2.887,5.495,52.419,114.68,1,16.24,0,B
EVT_MCH_002_2025031820,2025-03-18 20:00:00,Site_B,L2,MCH_002,Lathe,AUTO,66.5,11.5,43.98,2.796,6.039,,89.56,0,8.1,0,A
EVT_MCH_002_2025031821,2025-03-18 21:00:00,Site_B,L2,MCH_002,Lathe,AUTO,87.48,12.45,60.79,,7.149,55.342,117.41,0,12.46,0,A
EVT_MCH_002_2025031822,2025-03-18 22:00:00,Site_B,L2,MCH_002,Lathe,AUTO,77.13,16.9,56.27,2.774,6.379,53.246,118.31,2,19.13,1,B
EVT_MCH_002_2025031823,2025-03-18 23:00:00,Site_B,L2,MCH_002,Lathe,AUTO,67.08,14.35,52.18,2.556,5.691,48.774,88.38,0,6.41,0,A
EVT_MCH_002_2025031900,2025-03-19 00:00:00,Site_B,L2,MCH_002,Lathe,AUTO,71.83,18.04,55.68,2.447,5.83,48.777,107.02,1,10.52,0,B
EVT_MCH_002_2025031901,2025-03-19 01:00:00,Site_B,L2,MCH_002,Lathe,MANUAL,60.28,22.49,51.7,2.652,5.78,44.192,55.86,1,13.17,0,B
EVT_MCH_002_2025031902,2025-03-19 02:00:00,Site_B,L2,MCH_002,Lathe,MANUAL,53.34,22.4,50.29,2.234,5.283,42.481,56.62,0,2.78,0,A
EVT_MCH_002_2025031903,2025-03-19 03:00:00,Site_B,L2,MCH_002,Lathe,AUTO,82.53,24.59,66.94,3.265,6.249,60.84,133.78,0,12.38,0,A
EVT_MCH_002_2025031904,2025-03-19 04:00:00,Site_B,L2,MCH_002,Lathe,AUTO,55.89,24.33,54.08,2.428,6.801,46.706,65.43,0,2.92,0,A
EVT_MCH_002_2025031905,2025-03-19 05:00:00,Site_B,L2,MCH_002,Lathe,AUTO,91.5,24.95,75.29,3.57,5.541,62.491,134.18,1,15.75,0,B
EVT_MCH_002_2025031906,2025-03-19 06:00:00,Site_B,L2,MCH_002,Lathe,AUTO,74.05,25.78,68.72,3.001,6.027,48.328,95.6,0,7.09,0,A
EVT_MCH_002_2025031907,2025-03-19 07:00:00,Site_B,L2,MCH_002,Lathe,AUTO,64.92,26.61,57.21,3.015,5.504,46.354,95.0,1,13.22,0,B
EVT_MCH_002_2025031908,2025-03-19 08:00:00,Site_B,L2,MCH_002,Lathe,AUTO,66.68,24.75,57.99,2.618,7.092,47.883,66.85,2,14.87,0,B
EVT_MCH_002_2025031909,2025-03-19 09:00:00,Site_B,L2,MCH_002,Lathe,AUTO,67.41,20.56,53.8,2.822,5.797,44.062,98.85,1,8.77,0,B
EVT_MCH_002_2025031910,2025-03-19 10:00:00,Site_B,L2,MCH_002,Lathe,AUTO,63.04,22.04,55.36,2.862,5.684,54.009,96.93,1,13.02,0,B
EVT_MCH_002_2025031911,2025-03-19 11:00:00,Site_B,L2,MCH_002,Lathe,MANUAL,47.01,18.15,46.18,2.029,6.514,39.395,23.51,0,3.65,0,A
EVT_MCH_002_2025031912,2025-03-19 12:00:00,Site_B,L2,MCH_002,Lathe,MANUAL,33.78,18.52,35.73,1.936,4.884,36.354,35.97,4,6.73,0,C
EVT_MCH_002_2025031913,2025-03-19 13:00:00,Site_B,L2,MCH_002,Lathe,AUTO,63.87,17.27,44.87,2.363,5.274,44.262,96.03,1,3.52,0,B
EVT_MCH_002_2025031914,2025-03-19 14:00:00,Site_B,L2,MCH_002,Lathe,AUTO,70.75,15.86,54.58,2.682,6.865,49.372,99.06,2,9.66,0,B
EVT_MCH_002_2025031915,2025-03-19 15:00:00,Site_B,L2,MCH_002,Lathe,AUTO,75.6,13.58,50.81,3.05,6.045,52.335,117.68,0,15.61,0,A
EVT_MCH_002_2025031916,2025-03-19 16:00:00,Site_B,L2,MCH_002,Lathe,AUTO,85.01,15.75,64.75,2.589,6.718,48.322,104.53,0,10.62,0,A
EVT_MCH_002_2025031917,2025-03-19 17:00:00,Site_B,L2,MCH_002,Lathe,MANUAL,52.37,12.05,45.06,2.128,5.782,39.635,49.07,0,4.67,0,A
EVT_MCH_002_2025031918,2025-03-19 18:00:00,Site_B,L2,MCH_002,Lathe,AUTO,63.29,15.81,39.75,2.547,7.212,44.541,101.84,0,2.55,0,error
EVT_MCH_002_2025031919,2025-03-19 19:00:00,Site_B,L2,MCH_002,Lathe,CALIBRATION,35.56,16.28,36.03,2.116,6.726,27.418,30.29,1,8.5,0,B
EVT_MCH_002_2025031920,2025-03-19 20:00:00,Site_B,L2,MCH_002,Lathe,MANUAL,45.77,17.27,40.02,2.058,6.171,38.402,40.7,2,8.04,0,B
EVT_MCH_002_2025031921,2025-03-19 21:00:00,Site_B,L2,MCH_002,Lathe,MANUAL,50.76,13.44,39.25,2.675,5.612,45.581,50.81,1,6.3,0,B
EVT_MCH_002_2025031922,2025-03-19 22:00:00,Site_B,L2,MCH_002,Lathe,MANUAL,47.11,18.0,37.58,2.072,6.344,35.209,57.64,1,2.03,0,B
EVT_MCH_002_2025031923,2025-03-19 23:00:00,Site_B,L2,MCH_002,Lathe,AUTO,73.46,17.19,53.67,2.589,6.997,53.818,103.62,2,21.43,1,B
EVT_MCH_002_2025032000,2025-03-20 00:00:00,Site_B,L2,MCH_002,Lathe,AUTO,85.36,21.37,65.1,3.37,6.661,55.964,126.18,0,14.38,0,A
EVT_MCH_002_2025032001,2025-03-20 01:00:00,Site_B,L2,MCH_002,Lathe,MANUAL,50.84,19.22,42.29,2.454,5.889,39.949,35.06,0,4.23,0,A
EVT_MCH_002_2025032002,2025-03-20 02:00:00,Site_B,L2,MCH_002,Lathe,CALIBRATION,21.88,21.08,29.72,1.833,5.906,30.605,21.8,0,2.37,0,A
EVT_MCH_002_2025032003,2025-03-20 03:00:00,Site_B,L2,MCH_002,Lathe,MANUAL,45.72,23.05,52.05,1.738,5.999,35.953,41.28,1,12.25,0,B
EVT_MCH_002_2025032004,2025-03-20 04:00:00,Site_B,L2,MCH_002,Lathe,MANUAL,53.71,23.96,51.53,2.054,6.232,41.428,39.22,2,9.74,0,B
EVT_MCH_002_2025032005,2025-03-20 05:00:00,Site_B,L2,MCH_002,Lathe,AUTO,77.9,26.89,67.5,3.106,6.367,59.1,111.54,0,13.9,0,A
EVT_MCH_002_2025032006,2025-03-20 06:00:00,Site_B,L2,MCH_002,Lathe,AUTO,64.45,26.93,59.54,2.403,6.291,45.863,81.43,1,4.03,0,B
EVT_MCH_002_2025032007,2025-03-20 07:00:00,Site_B,L2,MCH_002,Lathe,MANUAL,44.29,20.96,43.7,2.176,4.925,35.93,46.91,3,9.04,0,C
EVT_MCH_002_2025032008,2025-03-20 08:00:00,Site_B,L2,MCH_002,Lathe,CALIBRATION,38.74,24.95,42.04,2.391,5.202,37.044,43.04,0,7.09,0,A
EVT_MCH_002_2025032009,2025-03-20 09:00:00,Site_B,L2,MCH_002,Lathe,AUTO,70.26,22.54,64.23,3.018,5.831,50.395,89.69,1,18.11,1,B
EVT_MCH_002_2025032010,2025-03-20 10:00:00,Site_B,L2,MCH_002,Lathe,AUTO,70.34,21.7,55.01,2.637,7.506,49.468,91.9,0,4.73,0,A
EVT_MCH_002_2025032011,2025-03-20 11:00:00,Site_B,L2,MCH_002,Lathe,CALIBRATION,28.3,22.58,40.0,2.101,5.088,31.288,45.68,1,1.61,0,B
EVT_MCH_002_2025032012,2025-03-20 12:00:00,Site_B,L2,MCH_002,Lathe,AUTO,81.94,18.73,62.59,3.5,6.72,57.617,84.12,2,22.13,1,B
EVT_MCH_002_2025032013,2025-03-20 13:00:00,Site_B,L2,MCH_002,Lathe,AUTO,75.44,17.6,55.43,,5.492,55.333,102.86,1,23.95,1,B
EVT_MCH_002_2025032014,2025-03-20 14:00:00,Site_B,L2,MCH_002,Lathe,MANUAL,53.94,15.86,39.87,2.357,6.45,39.804,68.91,1,12.24,0,B
EVT_MCH_002_2025032015,2025-03-20 15:00:00,Site_B,L2,MCH_002,Lathe,unknown,79.26,11.3,50.3,3.297,5.423,58.833,122.16,1,16.57,0,B
EVT_MCH_002_2025032016,2025-03-20 16:00:00,Site_B,L2,MCH_002,Lathe,MANUAL,43.98,12.29,33.78,1.782,5.665,37.635,38.8,2,3.43,0,B
EVT_MCH_002_2025032017,2025-03-20 17:00:00,Site_B,L2,MCH_002,Lathe,MANUAL,54.16,12.69,40.63,,6.549,47.587,65.86,3,4.2,0,C
EVT_MCH_002_2025032018,2025-03-20 18:00:00,Site_B,L2,MCH_002,Lathe,AUTO,72.08,14.4,51.21,2.565,5.809,48.518,114.15,0,6.15,0,A
EVT_MCH_002_2025032019,2025-03-20 19:00:00,Site_B,L2,MCH_002,Lathe,AUTO,78.68,14.31,56.15,3.282,6.897,55.186,123.81,0,17.25,0,A
EVT_MCH_002_2025032020,2025-03-20 20:00:00,Site_B,L2,MCH_002,Lathe,AUTO,75.66,13.88,56.42,3.117,6.184,50.428,122.37,0,11.71,0,A
EVT_MCH_002_2025032021,2025-03-20 21:00:00,Site_B,L2,MCH_002,Lathe,MANUAL,50.18,14.34,39.46,1.781,6.472,40.489,32.45,2,1.97,0,B
EVT_MCH_002_2025032022,2025-03-20 22:00:00,Site_B,L2,MCH_002,Lathe,AUTO,73.99,15.94,52.74,3.098,6.788,51.792,106.42,1,17.97,0,B
EVT_MCH_002_2025032023,2025-03-20 23:00:00,Site_B,L2,MCH_002,Lathe,AUTO,79.84,17.14,58.69,2.921,7.245,51.18,117.35,1,7.86,0,B
EVT_MCH_002_2025032100,2025-03-21 00:00:00,Site_B,L2,MCH_002,Lathe,MANUAL,52.13,18.66,41.3,,6.385,43.31,48.81,3,6.89,0,C
EVT_MCH_002_2025032101,2025-03-21 01:00:00,Site_B,L2,MCH_002,Lathe,AUTO,79.8,18.2,63.74,3.382,6.684,55.531,126.08,2,20.38,1,B
EVT_MCH_002_2025032102,2025-03-21 02:00:00,Site_B,L2,MCH_002,Lathe,AUTO,76.54,24.08,65.12,2.822,6.104,56.979,98.4,2,8.44,0,B
EVT_MCH_002_2025032103,2025-03-21 03:00:00,Site_B,L2,MCH_002,Lathe,AUTO,72.38,21.57,57.71,2.576,6.06,54.488,109.73,0,10.12,0,A
EVT_MCH_002_2025032104,2025-03-21 04:00:00,Site_B,L2,MCH_002,Lathe,AUTO,73.3,24.56,63.99,2.678,6.33,52.082,114.12,0,9.31,0,A
EVT_MCH_002_2025032105,2025-03-21 05:00:00,Site_B,L2,MCH_002,Lathe,AUTO,67.41,25.6,61.66,2.678,6.554,45.573,105.4,0,4.28,0,A
EVT_MCH_002_2025032106,2025-03-21 06:00:00,Site_B,L2,MCH_002,Lathe,AUTO,63.6,25.18,53.47,2.808,4.869,50.782,99.51,1,7.05,0,B
EVT_MCH_002_2025032107,2025-03-21 07:00:00,Site_B,L2,MCH_002,Lathe,AUTO,80.62,24.81,62.11,3.323,5.966,56.279,108.61,1,24.11,1,B
EVT_MCH_002_2025032108,2025-03-21 08:00:00,Site_B,L2,MCH_002,Lathe,AUTO,72.12,22.94,61.36,3.207,6.435,50.252,85.73,2,12.07,0,B
EVT_MCH_002_2025032109,2025-03-21 09:00:00,Site_B,L2,MCH_002,Lathe,AUTO,69.9,25.8,63.62,2.651,5.322,57.46,109.65,0,5.73,0,A
EVT_MCH_002_2025032110,2025-03-21 10:00:00,Site_B,L2,MCH_002,Lathe,AUTO,57.54,24.19,57.03,2.567,5.995,43.372,84.27,0,4.04,0,A
EVT_MCH_002_2025032111,2025-03-21 11:00:00,Site_B,L2,MCH_002,Lathe,AUTO,88.36,20.68,65.61,3.429,6.334,59.482,129.96,3,20.87,1,C
EVT_MCH_002_2025032112,2025-03-21 12:00:00,Site_B,L2,MCH_002,Lathe,AUTO,76.46,20.13,66.3,,7.197,56.568,105.3,3,11.51,0,C
EVT_MCH_002_2025032113,2025-03-21 13:00:00,Site_B,L2,MCH_002,Lathe,AUTO,62.51,17.6,52.64,,6.205,46.639,80.48,0,7.74,0,A
EVT_MCH_002_2025032114,2025-03-21 14:00:00,Site_B,L2,MCH_002,Lathe,AUTO,71.2,14.72,53.3,2.623,5.835,48.729,86.75,2,16.41,0,B
EVT_MCH_002_2025032115,2025-03-21 15:00:00,Site_B,L2,MCH_002,Lathe,MANUAL,53.57,14.75,40.57,1.838,5.874,40.006,58.27,0,0.29,0,A
EVT_MCH_002_2025032116,2025-03-21 16:00:00,Site_B,L2,MCH_002,Lathe,MANUAL,54.51,10.53,35.4,1.968,5.65,43.437,34.88,2,13.78,0,B
EVT_MCH_002_2025032117,2025-03-21 17:00:00,Site_B,L2,MCH_002,Lathe,MANUAL,44.34,13.21,29.59,2.005,4.759,34.177,43.62,0,4.31,0,A
EVT_MCH_002_2025032118,2025-03-21 18:00:00,Site_B,L2,MCH_002,Lathe,MANUAL,62.1,15.0,43.58,2.494,5.921,46.567,68.71,1,10.39,0,B
